date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-09-28 04:40:00,983.62,5.44,279.91,5.44,100.0,9.0,9.0,0.0,5.71,9.15,1225.72,2.18,3.48,184.1,0.0,0.0,0.26,0.0,0.0,17.28,446.3
2020-09-28 04:50:00,983.75,5.52,279.98,5.52,100.0,9.05,9.05,0.0,5.74,9.2,1225.5,2.81,3.99,183.9,0.0,0.0,0.29,0.0,0.0,17.19,446.6
2020-09-28 05:00:00,983.89,5.51,279.96,5.51,100.0,9.05,9.05,0.0,5.74,9.2,1225.69,2.12,2.98,184.0,0.0,0.0,0.26,0.0,0.0,17.12,445.3
2020-09-28 05:10:00,984.04,5.41,279.84,5.41,100.0,8.98,8.98,0.0,5.7,9.13,1226.38,1.81,2.9,193.5,0.0,0.0,0.25,0.0,0.0,17.05,445.5
2020-09-28 05:20:00,984.06,5.42,279.85,5.42,100.0,8.99,8.99,0.0,5.7,9.13,1226.36,1.42,2.54,195.2,0.0,0.0,0.25,0.0,0.0,17.01,446.8
2020-09-28 05:30:00,984.07,5.24,279.67,5.24,100.0,8.88,8.88,0.0,5.63,9.02,1227.19,1.5,2.42,205.6,0.0,0.0,0.19,0.0,0.0,16.98,447.2
2020-09-28 05:40:00,984.09,5.05,279.48,5.05,100.0,8.76,8.76,0.0,5.56,8.9,1228.12,1.41,2.25,210.0,0.0,0.0,0.21,0.0,0.0,16.98,447.4
2020-09-28 05:50:00,984.09,4.93,279.36,4.93,100.0,8.69,8.69,0.0,5.51,8.83,1228.69,1.01,1.77,204.9,0.0,0.0,0.26,0.0,0.0,17.0,448.2
2020-09-28 06:00:00,984.14,4.94,279.36,4.94,100.0,8.69,8.69,0.0,5.51,8.83,1228.72,0.85,1.53,212.1,0.0,0.0,0.64,0.0,1.91,17.01,449.1
2020-09-28 06:10:00,984.17,4.88,279.3,4.88,100.0,8.66,8.66,0.0,5.49,8.8,1229.02,1.35,2.06,213.8,0.0,0.0,1.82,3.81,6.28,17.02,449.3
2020-09-28 06:20:00,984.21,4.86,279.28,4.86,100.0,8.64,8.64,0.0,5.48,8.78,1229.18,1.0,1.9,209.7,0.0,0.0,4.82,10.57,14.93,17.04,449.5
2020-09-28 06:30:00,984.22,4.88,279.3,4.88,100.0,8.65,8.65,0.0,5.49,8.79,1229.1,0.77,1.32,220.5,0.0,0.0,8.12,19.41,26.29,17.04,449.3
2020-09-28 06:40:00,984.17,4.82,279.24,4.82,100.0,8.62,8.62,0.0,5.46,8.76,1229.33,1.03,1.61,226.3,0.0,0.0,16.1,33.66,38.42,17.04,449.0
2020-09-28 06:50:00,984.17,4.7,279.12,4.7,100.0,8.54,8.54,0.0,5.42,8.68,1229.9,1.14,1.71,243.0,0.0,0.0,19.82,43.64,52.75,17.06,448.6
2020-09-28 07:00:00,984.18,4.67,279.08,4.67,100.0,8.53,8.53,0.0,5.41,8.66,1230.05,1.19,1.69,239.9,0.0,0.0,29.65,62.17,75.28,17.07,448.5
2020-09-28 07:10:00,984.14,4.73,279.16,4.73,100.0,8.57,8.57,0.0,5.43,8.71,1229.68,1.25,1.83,228.0,0.0,0.0,38.05,78.54,89.68,17.08,449.2
2020-09-28 07:20:00,984.13,4.76,279.18,4.76,100.0,8.58,8.58,0.0,5.44,8.72,1229.56,1.36,2.3,229.1,0.0,0.0,49.31,100.44,114.14,17.09,449.4
2020-09-28 07:30:00,984.18,4.82,279.24,4.82,100.0,8.62,8.62,0.0,5.46,8.76,1229.34,0.88,1.61,234.4,0.0,0.0,57.88,117.63,127.41,17.1,449.6
2020-09-28 07:40:00,984.28,4.97,279.39,4.97,100.0,8.71,8.71,0.0,5.52,8.85,1228.73,0.83,1.73,241.2,0.0,0.0,58.08,119.03,134.08,17.13,451.0
2020-09-28 07:50:00,984.39,5.16,279.57,5.16,100.0,8.83,8.83,0.0,5.6,8.97,1227.97,0.95,1.54,177.8,0.0,0.0,79.36,158.73,187.69,17.18,458.0
2020-09-28 08:00:00,984.52,5.34,279.74,5.34,100.0,8.94,8.94,0.0,5.67,9.08,1227.3,1.44,2.13,186.4,0.0,0.0,89.43,178.94,194.39,17.25,451.2
2020-09-28 08:10:00,984.65,5.38,279.76,5.38,100.0,8.96,8.96,0.0,5.68,9.1,1227.3,2.14,3.52,180.8,0.0,0.0,107.24,213.55,239.4,17.36,445.1
2020-09-28 08:20:00,984.77,5.3,279.67,5.3,100.0,8.91,8.91,0.0,5.65,9.05,1227.82,2.59,4.09,184.2,0.0,0.0,110.31,220.3,285.78,17.48,444.3
2020-09-28 08:30:00,984.83,5.37,279.74,5.37,100.0,8.96,8.96,0.0,5.68,9.1,1227.53,2.47,4.13,183.8,0.0,0.0,119.18,237.88,289.51,17.59,444.1
2020-09-28 08:40:00,984.86,5.51,279.87,5.51,100.0,9.04,9.04,0.0,5.73,9.18,1226.95,2.05,3.48,170.2,0.0,0.0,160.68,317.18,378.28,17.67,441.7
2020-09-28 08:50:00,984.82,5.61,279.99,5.61,100.0,9.11,9.11,0.0,5.77,9.25,1226.39,1.76,2.68,158.6,0.0,0.0,185.0,363.66,385.12,17.75,439.5
2020-09-28 09:00:00,984.85,5.9,280.27,5.9,100.0,9.3,9.3,0.0,5.89,9.44,1225.07,1.33,2.1,157.6,0.0,0.0,193.28,381.15,442.77,17.88,440.7
2020-09-28 09:10:00,984.98,6.04,280.41,6.04,100.0,9.39,9.39,0.0,5.95,9.53,1224.57,2.47,3.99,163.7,0.0,0.0,167.5,333.31,393.46,18.04,441.3
2020-09-28 09:20:00,985.03,6.15,280.51,6.15,100.0,9.46,9.46,0.0,5.99,9.6,1224.12,2.41,3.17,179.1,0.0,0.0,213.47,421.0,495.38,18.21,439.5
2020-09-28 09:30:00,985.01,6.45,280.81,6.45,100.0,9.66,9.66,0.0,6.12,9.8,1222.69,1.84,3.08,171.4,0.0,0.0,262.56,516.49,567.34,18.38,437.1
2020-09-28 09:40:00,985.06,6.72,281.08,6.72,100.0,9.83,9.83,0.0,6.23,9.98,1221.51,1.69,2.49,171.9,0.0,0.0,282.37,553.22,630.45,18.58,434.3
2020-09-28 09:50:00,985.07,7.04,281.39,7.04,100.0,10.05,10.05,0.0,6.37,10.2,1220.03,2.09,2.68,160.3,0.0,0.0,284.34,557.71,611.09,18.83,435.1
2020-09-28 10:00:00,985.07,7.41,281.77,7.41,100.0,10.32,10.32,0.0,6.54,10.47,1218.27,1.47,2.26,161.5,0.0,0.0,406.57,785.33,1134.38,19.13,433.8
2020-09-28 10:10:00,985.03,8.13,282.5,8.13,100.0,10.83,10.83,0.0,6.87,11.0,1214.87,1.39,2.04,153.6,0.0,0.0,519.76,989.92,1065.81,19.49,432.6
2020-09-28 10:20:00,984.96,8.75,283.12,8.75,100.0,11.3,11.3,0.0,7.17,11.47,1211.89,1.15,2.41,186.8,0.0,0.0,526.06,1013.8,1031.49,19.98,431.3
2020-09-28 10:30:00,984.98,9.3,283.68,9.3,100.0,11.73,11.73,0.0,7.44,11.91,1209.36,1.03,1.77,121.0,0.0,0.0,537.51,1037.0,1050.66,20.57,428.6
2020-09-28 10:40:00,984.97,9.94,284.32,9.94,100.0,12.24,12.24,0.0,7.77,12.43,1206.37,0.79,1.71,96.3,0.0,0.0,547.41,1057.59,1072.3,21.23,426.9
2020-09-28 10:50:00,984.95,10.61,284.99,10.6,99.9,12.81,12.79,0.01,8.12,12.99,1203.25,0.98,1.61,129.4,0.0,0.0,561.21,1085.9,1099.92,21.91,423.9
2020-09-28 11:00:00,984.9,11.64,286.03,10.69,93.9,13.71,12.88,0.84,8.17,13.07,1198.79,1.19,2.09,148.0,0.0,0.0,571.16,1106.73,1117.85,22.58,419.9
2020-09-28 11:10:00,984.89,12.3,286.7,9.87,85.1,14.32,12.19,2.13,7.73,12.38,1196.33,1.02,2.34,146.6,0.0,0.0,578.7,1123.28,1133.66,23.24,416.6
2020-09-28 11:20:00,984.85,13.05,287.45,8.54,74.02,15.05,11.14,3.91,7.06,11.31,1193.63,1.36,2.24,148.1,0.0,0.0,585.84,1138.5,1147.11,23.86,415.5
2020-09-28 11:30:00,984.83,13.64,288.05,8.53,71.21,15.64,11.14,4.5,7.06,11.31,1191.15,1.19,2.12,155.5,0.0,0.0,591.82,1151.25,1155.27,24.45,419.5
2020-09-28 11:40:00,984.83,14.2,288.61,8.33,67.71,16.22,10.98,5.24,6.96,11.15,1188.9,1.18,1.96,114.3,0.0,0.0,594.22,1158.27,1162.58,24.99,413.0
2020-09-28 11:50:00,984.84,14.62,289.03,8.57,66.97,16.66,11.16,5.5,7.08,11.33,1187.09,0.98,2.4,129.7,0.0,0.0,597.85,1167.45,1173.56,25.5,411.6
2020-09-28 12:00:00,984.82,15.02,289.43,8.42,64.61,17.1,11.05,6.05,7.01,11.22,1185.47,1.63,3.19,137.7,0.0,0.0,605.24,1180.66,1195.31,25.98,411.7
2020-09-28 12:10:00,984.72,15.33,289.75,8.02,61.63,17.44,10.75,6.69,6.82,10.92,1184.21,1.72,3.28,175.0,0.0,0.0,609.93,1189.71,1208.22,26.45,410.3
2020-09-28 12:20:00,984.64,15.68,290.11,7.94,59.94,17.84,10.69,7.15,6.78,10.86,1182.71,1.85,3.13,161.5,0.0,0.0,589.22,1150.92,1281.32,26.91,410.0
2020-09-28 12:30:00,984.59,15.61,290.05,7.72,59.33,17.76,10.54,7.22,6.68,10.7,1183.01,1.4,2.59,84.4,0.0,0.0,492.69,975.72,1297.1,27.35,408.2
2020-09-28 12:40:00,984.56,15.7,290.14,7.31,57.36,17.86,10.25,7.62,6.5,10.41,1182.73,1.54,2.81,92.5,0.0,0.0,614.32,1198.89,1260.02,27.74,406.5
2020-09-28 12:50:00,984.54,16.07,290.51,6.81,54.11,18.29,9.9,8.39,6.28,10.05,1181.35,1.98,3.58,112.7,0.0,0.0,557.69,1083.83,1407.01,28.12,405.6
2020-09-28 13:00:00,984.52,16.35,290.79,6.64,52.52,18.62,9.78,8.84,6.2,9.93,1180.24,1.61,2.81,171.5,0.0,0.0,351.27,705.44,1126.81,28.54,404.1
2020-09-28 13:10:00,984.49,16.51,290.96,6.38,51.09,18.81,9.61,9.2,6.09,9.76,1179.63,0.48,1.16,45.15,0.0,0.0,320.76,653.32,1007.52,28.95,402.7
2020-09-28 13:20:00,984.42,16.41,290.86,7.14,54.16,18.69,10.12,8.57,6.42,10.28,1179.72,1.0,2.03,17.95,0.0,0.0,284.11,582.5,742.98,29.28,403.4
2020-09-28 13:30:00,984.39,16.25,290.71,7.21,54.97,18.5,10.17,8.33,6.45,10.33,1180.32,1.35,2.5,317.3,0.0,0.0,246.95,505.77,563.32,29.55,403.4
2020-09-28 13:40:00,984.44,15.93,290.38,6.88,54.87,18.13,9.95,8.18,6.31,10.1,1181.78,1.53,2.4,36.75,0.0,0.0,287.49,583.11,701.86,29.73,403.4
2020-09-28 13:50:00,984.44,15.93,290.38,6.93,55.03,18.13,9.98,8.15,6.33,10.13,1181.77,1.62,3.31,46.8,0.0,0.0,232.3,469.31,495.26,29.8,402.4
2020-09-28 14:00:00,984.47,15.9,290.35,6.76,54.51,18.09,9.86,8.23,6.26,10.02,1181.98,0.81,1.6,10.88,0.0,0.0,197.71,400.1,436.31,29.78,401.9
2020-09-28 14:10:00,984.45,16.05,290.5,6.61,53.43,18.27,9.76,8.51,6.19,9.91,1181.39,0.74,1.52,326.3,0.0,0.0,167.21,339.94,351.98,29.7,402.0
2020-09-28 14:20:00,984.46,16.06,290.51,6.45,52.8,18.28,9.65,8.63,6.12,9.8,1181.41,1.4,1.99,60.05,0.0,0.0,162.05,328.74,337.8,29.6,402.5
2020-09-28 14:30:00,984.47,15.97,290.42,5.91,51.18,18.18,9.3,8.87,5.9,9.45,1181.95,1.25,1.55,66.56,0.0,0.0,154.11,310.65,331.36,29.49,402.3
2020-09-28 14:40:00,984.5,15.99,290.43,6.11,51.83,18.2,9.43,8.77,5.98,9.58,1181.85,1.15,1.93,67.25,0.0,0.0,157.41,317.53,329.01,29.35,402.4
2020-09-28 14:50:00,984.51,15.95,290.39,6.57,53.63,18.15,9.73,8.42,6.17,9.89,1181.88,1.59,2.24,72.55,0.0,0.0,140.46,283.52,301.06,29.21,402.8
2020-09-28 15:00:00,984.49,15.86,290.3,7.07,55.83,18.05,10.08,7.97,6.39,10.23,1182.07,1.53,2.53,43.97,0.0,0.0,131.96,269.19,285.54,29.07,402.9
2020-09-28 15:10:00,984.5,15.77,290.21,7.23,56.76,17.94,10.19,7.76,6.46,10.35,1182.4,1.87,2.55,48.66,0.0,0.0,102.36,213.16,245.12,28.91,403.4
2020-09-28 15:20:00,984.5,15.71,290.15,6.58,54.48,17.88,9.74,8.14,6.18,9.89,1182.85,1.3,1.94,35.59,0.0,0.0,74.04,157.95,178.76,28.72,402.8
2020-09-28 15:30:00,984.53,15.67,290.11,6.94,55.99,17.83,9.98,7.85,6.33,10.14,1182.94,0.99,1.35,47.22,0.0,0.0,57.6,124.39,132.31,28.51,403.5
2020-09-28 15:40:00,984.56,15.65,290.09,7.07,56.59,17.81,10.08,7.73,6.39,10.23,1183.02,1.24,2.12,55.9,0.0,0.0,66.01,142.7,161.57,28.28,405.1
2020-09-28 15:50:00,984.58,15.51,289.95,7.1,57.22,17.65,10.1,7.55,6.4,10.26,1183.6,1.42,2.15,51.55,0.0,0.0,79.44,169.4,202.01,28.07,405.1
2020-09-28 16:00:00,984.58,15.55,289.99,7.54,58.83,17.69,10.41,7.28,6.6,10.57,1183.3,0.87,1.45,57.31,0.0,0.0,237.56,456.3,597.48,27.87,405.4
2020-09-28 16:10:00,984.56,15.85,290.29,7.66,58.16,18.04,10.49,7.55,6.65,10.65,1182.01,1.27,1.96,36.99,0.0,0.0,147.86,312.06,570.61,27.74,403.5
2020-09-28 16:20:00,984.63,15.92,290.35,7.85,58.67,18.12,10.63,7.49,6.74,10.8,1181.74,0.54,1.17,71.91,0.0,0.0,163.15,335.84,439.79,27.71,404.5
2020-09-28 16:30:00,984.68,15.98,290.41,6.98,55.05,18.19,10.01,8.17,6.35,10.17,1181.84,0.63,1.08,28.03,0.0,0.0,150.26,309.44,392.02,27.75,402.0
2020-09-28 16:40:00,984.73,15.71,290.13,6.72,55.03,17.88,9.84,8.04,6.24,9.99,1183.08,0.44,0.75,305.3,0.0,0.0,44.67,128.68,175.45,27.83,401.0
2020-09-28 16:50:00,984.79,15.5,289.92,7.16,57.47,17.64,10.14,7.5,6.43,10.29,1183.88,0.61,0.79,251.2,0.0,0.0,58.39,143.65,235.79,27.89,401.7
2020-09-28 17:00:00,984.86,15.41,289.82,6.95,57.0,17.53,9.99,7.54,6.34,10.15,1184.4,0.38,0.69,255.7,0.0,0.0,110.35,210.84,235.57,27.87,401.0
2020-09-28 17:10:00,984.96,15.41,289.81,6.6,55.62,17.53,9.75,7.78,6.18,9.9,1184.63,0.4,0.63,303.2,0.0,0.0,84.61,160.15,184.87,27.84,400.7
2020-09-28 17:20:00,985.05,15.62,290.02,6.61,54.91,17.77,9.76,8.01,6.19,9.91,1183.87,0.36,0.81,9.04,0.0,0.0,44.17,100.91,135.98,27.84,401.5
2020-09-28 17:30:00,985.11,15.27,289.66,6.68,56.44,17.38,9.81,7.57,6.22,9.96,1185.36,0.85,1.2,12.54,0.0,0.0,21.92,68.09,75.51,27.83,401.5
2020-09-28 17:40:00,985.25,14.95,289.33,6.99,58.86,17.02,10.02,7.0,6.35,10.17,1186.75,0.44,1.13,12.43,0.0,0.0,15.36,47.31,58.62,27.72,402.0
2020-09-28 17:50:00,985.35,14.69,289.06,7.23,60.87,16.74,10.19,6.55,6.46,10.34,1187.87,0.55,1.06,2.88,0.0,0.0,7.53,27.62,35.42,27.52,403.5
2020-09-28 18:00:00,985.4,14.59,288.95,7.39,61.94,16.63,10.3,6.33,6.53,10.45,1188.29,0.54,1.14,58.56,0.0,0.0,4.36,14.61,20.99,27.25,404.2
2020-09-28 18:10:00,985.5,14.19,288.54,7.72,64.99,16.21,10.53,5.67,6.67,10.69,1189.96,0.19,0.4,21.31,0.0,0.0,0.0,4.84,8.4,26.96,406.6
2020-09-28 18:20:00,985.61,13.59,287.93,8.22,69.92,15.59,10.9,4.69,6.91,11.06,1192.41,0.67,0.94,44.97,0.0,0.0,0.0,0.0,2.16,26.68,410.5
2020-09-28 18:30:00,985.73,13.18,287.51,8.41,72.75,15.18,11.04,4.14,7.0,11.2,1194.2,0.46,0.75,61.38,0.0,0.0,0.0,0.0,0.0,26.39,411.9
2020-09-28 18:40:00,985.82,13.04,287.36,8.3,72.86,15.04,10.96,4.08,6.94,11.11,1194.93,0.39,0.75,300.6,0.0,0.0,0.0,0.0,0.0,26.1,411.3
2020-09-28 18:50:00,985.99,13.0,287.31,8.55,74.35,15.0,11.15,3.85,7.06,11.31,1195.22,0.26,0.6,346.5,0.0,0.0,0.0,0.0,0.0,25.82,414.0
2020-09-28 19:00:00,986.13,12.74,287.03,8.73,76.51,14.74,11.28,3.46,7.15,11.44,1196.42,0.51,0.68,57.77,0.0,0.0,0.0,0.0,0.0,25.55,415.2
2020-09-28 19:10:00,986.24,12.72,287.01,8.52,75.57,14.73,11.13,3.6,7.05,11.28,1196.7,0.73,0.93,28.01,0.0,0.0,0.0,0.0,0.0,25.3,412.0
2020-09-28 19:20:00,986.37,12.54,286.81,8.95,78.71,14.55,11.45,3.1,7.25,11.61,1197.47,0.54,1.02,94.9,0.0,0.0,0.0,0.0,0.0,25.06,417.7
2020-09-28 19:30:00,986.49,12.24,286.5,9.1,81.1,14.27,11.57,2.7,7.33,11.73,1198.82,0.35,0.75,154.9,0.0,0.0,0.0,0.0,0.0,24.83,423.0
2020-09-28 19:40:00,986.59,12.12,286.37,8.63,79.19,14.16,11.21,2.95,7.1,11.36,1199.61,1.24,2.27,232.9,0.0,0.0,0.0,0.0,0.0,24.62,417.3
2020-09-28 19:50:00,986.71,12.32,286.56,8.04,75.08,14.34,10.77,3.57,6.82,10.91,1199.12,1.77,2.36,236.6,0.0,0.0,0.0,0.0,0.0,24.43,416.5
2020-09-28 20:00:00,986.8,12.41,286.65,8.28,75.85,14.43,10.94,3.48,6.93,11.09,1198.77,0.76,1.36,211.6,0.0,0.0,0.0,0.0,0.0,24.25,417.5
2020-09-28 20:10:00,986.89,12.09,286.32,8.58,79.05,14.13,11.17,2.96,7.07,11.32,1200.12,0.81,2.85,267.4,0.0,0.0,0.0,0.0,0.0,24.09,420.7
2020-09-28 20:20:00,987.0,12.22,286.44,8.14,76.09,14.25,10.84,3.41,6.86,10.98,1199.86,2.21,2.76,239.5,0.0,0.0,0.0,0.0,0.0,23.97,418.9
2020-09-28 20:30:00,987.08,12.24,286.45,8.25,76.54,14.27,10.92,3.35,6.91,11.06,1199.84,1.34,2.02,203.1,0.0,0.0,0.0,0.0,0.0,23.84,417.5
2020-09-28 20:40:00,987.16,12.09,286.3,8.32,77.71,14.13,10.98,3.15,6.95,11.12,1200.54,1.56,1.9,215.4,0.0,0.0,0.0,0.0,0.0,23.71,423.8
2020-09-28 20:50:00,987.2,12.01,286.21,8.5,79.08,14.05,11.11,2.94,7.03,11.26,1200.86,1.03,1.53,210.7,0.0,0.0,0.0,0.0,0.0,23.6,424.3
2020-09-28 21:00:00,987.27,11.87,286.07,8.74,81.1,13.92,11.29,2.63,7.15,11.44,1201.46,0.5,0.88,190.5,0.0,0.0,0.0,0.0,0.0,23.49,428.1
2020-09-28 21:10:00,987.24,11.65,285.85,8.65,81.8,13.72,11.23,2.5,7.1,11.37,1202.38,1.44,1.73,218.3,0.0,0.0,0.0,0.0,0.0,23.4,428.2
2020-09-28 21:20:00,987.23,11.69,285.89,8.47,80.6,13.76,11.09,2.67,7.02,11.23,1202.26,1.7,2.12,234.2,0.0,0.0,0.0,0.0,0.0,23.31,426.1
2020-09-28 21:30:00,987.28,11.8,286.0,8.53,80.3,13.86,11.13,2.73,7.04,11.27,1201.84,0.91,1.51,217.6,0.0,0.0,0.0,0.0,0.0,23.21,424.2
2020-09-28 21:40:00,987.36,11.79,285.98,8.7,81.3,13.85,11.26,2.59,7.12,11.4,1201.92,0.35,0.72,165.6,0.0,0.0,0.0,0.0,0.0,23.11,428.9
2020-09-28 21:50:00,987.4,11.65,285.83,8.96,83.5,13.72,11.46,2.26,7.25,11.6,1202.47,0.26,0.54,115.5,0.0,0.0,0.0,0.0,0.0,23.01,436.3
2020-09-28 22:00:00,987.43,11.51,285.69,8.8,83.4,13.6,11.34,2.26,7.17,11.48,1203.15,0.34,0.64,204.0,0.0,0.0,0.0,0.0,0.0,22.91,431.9
2020-09-28 22:10:00,987.49,11.25,285.43,8.83,85.0,13.36,11.36,2.0,7.19,11.5,1204.31,0.9,1.45,209.1,0.0,0.0,0.0,0.0,0.0,22.83,431.9
2020-09-28 22:20:00,987.56,11.14,285.31,9.3,88.4,13.27,11.73,1.54,7.42,11.88,1204.69,0.72,0.97,205.2,0.0,0.0,0.0,0.0,0.0,22.74,437.5
2020-09-28 22:30:00,987.59,11.27,285.44,9.24,87.3,13.38,11.68,1.7,7.39,11.83,1204.2,0.2,0.52,23.17,0.0,0.0,0.0,0.0,0.0,22.66,438.0
2020-09-28 22:40:00,987.66,11.42,285.58,9.01,85.1,13.52,11.5,2.01,7.28,11.65,1203.74,0.43,0.92,134.6,0.0,0.0,0.0,0.0,0.0,22.58,438.9
2020-09-28 22:50:00,987.7,11.05,285.21,8.58,84.7,13.19,11.17,2.02,7.06,11.31,1205.51,1.01,1.42,214.8,0.0,0.0,0.0,0.0,0.0,22.5,429.3
2020-09-28 23:00:00,987.74,10.9,285.05,9.18,89.1,13.06,11.63,1.42,7.36,11.78,1205.98,0.96,1.55,206.6,0.0,0.0,0.0,0.0,0.0,22.42,436.5
2020-09-28 23:10:00,987.75,10.76,284.91,9.37,91.1,12.93,11.78,1.15,7.45,11.93,1206.51,1.04,1.43,216.3,0.0,0.0,0.0,0.0,0.0,22.33,437.2
2020-09-28 23:20:00,987.8,10.65,284.8,9.34,91.6,12.84,11.76,1.08,7.44,11.91,1207.05,0.79,1.37,214.0,0.0,0.0,0.0,0.0,0.0,22.24,437.2
2020-09-28 23:30:00,987.81,10.64,284.79,9.19,90.7,12.83,11.64,1.19,7.36,11.78,1207.16,0.53,0.98,291.5,0.0,0.0,0.0,0.0,0.0,22.12,437.4
2020-09-28 23:40:00,987.81,10.7,284.85,9.29,91.0,12.88,11.72,1.16,7.42,11.87,1206.87,0.52,1.04,143.9,0.0,0.0,0.0,0.0,0.0,22.0,436.4
2020-09-28 23:50:00,987.81,10.7,284.85,9.28,90.9,12.88,11.71,1.17,7.41,11.86,1206.88,0.48,1.05,160.1,0.0,0.0,0.0,0.0,0.0,21.87,437.6
2020-09-29 00:00:00,987.83,10.53,284.68,9.27,91.9,12.74,11.71,1.03,7.4,11.85,1207.63,0.72,1.39,197.7,0.0,0.0,0.0,0.0,0.0,21.76,438.2
2020-09-29 00:10:00,987.79,10.36,284.51,9.42,93.9,12.59,11.83,0.77,7.48,11.97,1208.25,0.95,1.3,204.1,0.0,0.0,0.0,0.0,0.0,21.68,442.0
2020-09-29 00:20:00,987.82,10.23,284.37,9.25,93.6,12.48,11.69,0.8,7.39,11.83,1208.9,0.82,1.49,177.1,0.0,0.0,0.0,0.0,0.0,21.61,441.3
2020-09-29 00:30:00,987.87,10.14,284.28,8.87,91.8,12.41,11.39,1.02,7.2,11.53,1209.48,0.75,1.41,180.8,0.0,0.0,0.0,0.0,0.0,21.54,439.7
2020-09-29 00:40:00,987.93,10.06,284.2,9.14,94.0,12.34,11.6,0.74,7.34,11.74,1209.8,0.94,1.43,209.2,0.0,0.0,0.0,0.0,0.0,21.49,443.2
2020-09-29 00:50:00,987.91,9.99,284.13,9.24,95.1,12.29,11.68,0.6,7.39,11.83,1210.04,1.02,1.7,196.6,0.0,0.0,0.0,0.0,0.0,21.46,445.3
2020-09-29 01:00:00,987.96,10.02,284.15,9.13,94.2,12.31,11.6,0.71,7.33,11.74,1210.01,0.81,1.64,176.3,0.0,0.0,0.0,0.0,0.0,21.42,445.0
2020-09-29 01:10:00,988.01,9.98,284.11,9.0,93.6,12.28,11.49,0.79,7.27,11.63,1210.29,1.24,1.9,171.8,0.0,0.0,0.0,0.0,0.0,21.39,444.6
2020-09-29 01:20:00,988.01,9.94,284.07,9.02,94.0,12.24,11.51,0.73,7.28,11.65,1210.46,0.57,1.6,190.1,0.0,0.0,0.0,0.0,0.0,21.35,444.7
2020-09-29 01:30:00,988.0,9.96,284.09,9.07,94.2,12.26,11.55,0.71,7.3,11.69,1210.34,0.57,1.01,186.8,0.0,0.0,0.0,0.0,0.0,21.32,447.1
2020-09-29 01:40:00,988.0,9.93,284.06,9.01,94.0,12.24,11.5,0.73,7.27,11.64,1210.49,0.57,0.99,153.6,0.0,0.0,0.0,0.0,0.0,21.29,446.9
2020-09-29 01:50:00,988.03,9.86,283.99,8.88,93.6,12.18,11.4,0.78,7.21,11.54,1210.87,0.86,1.58,167.1,0.0,0.0,0.0,0.0,0.0,21.26,446.6
2020-09-29 02:00:00,988.08,9.66,283.78,8.85,94.7,12.02,11.38,0.64,7.19,11.52,1211.8,1.05,1.7,187.1,0.0,0.0,0.0,0.0,0.0,21.22,449.6
2020-09-29 02:10:00,988.09,9.53,283.65,8.83,95.4,11.91,11.36,0.55,7.18,11.5,1212.38,0.88,1.45,194.2,0.0,0.0,0.0,0.0,0.0,21.18,450.4
2020-09-29 02:20:00,988.13,9.43,283.55,8.92,96.6,11.83,11.43,0.4,7.23,11.57,1212.83,1.05,1.46,201.3,0.0,0.0,0.0,0.0,0.0,21.12,454.1
2020-09-29 02:30:00,988.12,9.36,283.48,8.76,96.0,11.78,11.3,0.47,7.15,11.44,1213.17,0.86,1.29,192.8,0.0,0.0,0.0,0.0,0.0,21.05,450.1
2020-09-29 02:40:00,988.15,9.23,283.34,8.6,95.8,11.67,11.18,0.49,7.07,11.32,1213.82,1.0,1.4,195.3,0.0,0.0,0.0,0.0,0.0,20.98,448.1
2020-09-29 02:50:00,988.15,9.14,283.25,8.58,96.3,11.6,11.17,0.43,7.06,11.31,1214.22,0.66,1.24,208.5,0.0,0.0,0.0,0.0,0.0,20.88,449.4
2020-09-29 03:00:00,988.18,9.02,283.13,8.54,96.8,11.51,11.14,0.37,7.04,11.27,1214.78,0.82,1.2,225.7,0.0,0.0,0.0,0.0,0.0,20.77,450.0
2020-09-29 03:10:00,988.2,8.95,283.06,8.55,97.3,11.45,11.14,0.31,7.04,11.28,1215.11,0.92,1.27,225.6,0.0,0.0,0.0,0.0,0.0,20.63,449.4
2020-09-29 03:20:00,988.24,8.91,283.02,8.48,97.1,11.42,11.09,0.33,7.01,11.22,1215.36,1.06,1.44,222.8,0.0,0.0,0.0,0.0,0.0,20.46,448.3
2020-09-29 03:30:00,988.24,8.87,282.98,8.36,96.6,11.39,11.0,0.39,6.96,11.14,1215.57,1.25,1.77,217.0,0.0,0.0,0.0,0.0,0.0,20.29,446.4
2020-09-29 03:40:00,988.26,8.8,282.9,8.17,95.8,11.34,10.86,0.48,6.87,10.99,1215.96,1.4,1.96,227.7,0.0,0.0,0.0,0.0,0.0,20.11,444.1
2020-09-29 03:50:00,988.27,8.71,282.81,7.82,94.1,11.27,10.6,0.66,6.7,10.73,1216.48,1.29,1.76,225.4,0.0,0.0,0.0,0.0,0.0,19.94,441.3
